,ibm.us,jpm.us,cat.us,mmm.us
19700609,0.007396603812897196,-0.01182900644153817,-0.014985211961879852,-0.00998149127445791
19700610,-0.009927611168562556,-0.003042035398230225,0.0,-0.015490418641917691
19700611,-0.024190515980781258,-0.002932435109966325,-0.0202842463468339,-0.01580196676839596
19700612,-0.0006208254838155902,0.0060013512976433425,-0.010488319825648573,-0.005030319735391475
19700615,0.0,0.011970606826801511,0.005299745336912354,0.005055751783364482
19700616,0.04641946747209902,0.009096232676166327,0.03169930165685342,0.026460859977949225
19700617,-0.019242579324462494,0.008820798514391992,0.0,-0.010136949516648786
19700618,0.02358589021081192,0.026269366467249533,0.004778021102926688,-0.00528992878942014
19700619,-0.0067292006525284664,0.01135981465565572,0.0,0.005318060953160231
19700622,-0.005850954629439631,-0.02519859597265839,0.004887391849943912,-0.010105120379789723
19700623,-0.042798141455859584,-0.040594322101353164,-0.004863621426224207,-0.01610030145245278
19700624,-0.008478507092389842,0.01805467762326174,0.0,-0.005431376645080421
19700625,0.011825629086478218,0.01482401334937311,-0.010171058714748105,-0.021424070573408893
19700626,-0.0014730232458121106,0.017475431149860388,-0.010008674184292965,-0.005509050583100805
19700629,0.0,0.008644016837041635,-0.020758913526993328,-0.016546762589928043
19700630,-0.029773121278359738,0.002869066249347796,0.0,-0.011192392099487969
19700702,-0.012397055289774306,-0.011397182467022926,-0.010674395588859076,0.0
19700706,-0.025016865924197385,-0.0202222558209858,-0.04372990353697748,-0.023313905079100694
19700707,-0.008337398051204037,-0.008757378187569942,-0.022939550175595902,-0.0059676044330776445
19700709,0.0070513806207850305,0.01153801776854757,0.005560147268765636,0.0058788510194967
19700710,-0.015530930983334579,0.0031177521767233873,0.0,-0.005844492121032663
19700713,-0.01040281839936208,-0.008793541295531226,-0.022939550175595902,-0.011385622860544786
19700714,0.014363280156731273,-0.008795074758135457,-0.029443254817987263,0.011516748212269556
19700715,0.002417005120960658,0.005979707573010362,0.02450555511780017,0.011385622860544675
19700716,0.008004227817719256,0.0028762080073629903,0.058837101984310136,0.02840114781840919
19700717,0.02201979159840106,0.032121142594929486,0.033195322147163475,0.021893110109465486
19700720,-0.006027572940045078,0.0,-0.0054836895388076234,-0.005321010992088371
19700721,-0.0007418876201534808,0.008373161424178432,0.005513926198218666,0.005349475610614274
19700722,-0.014881048452177192,0.0029025976411802823,-0.021442632170978748,0.005461037597143559
19700723,0.01181816195906249,0.022347596717467777,0.027516344564983086,0.01636376296915265
19700724,-0.012403385292974689,0.027270121120905877,-0.026779471402601063,-0.005755001370238433
19700727,-0.0014646889722036427,0.0026162486482717018,-0.01652417558732666,-0.005030319735391475
19700728,-0.002528652589406044,0.0,-0.005844108408210924,0.0
19700729,-0.0008340466627159149,0.00800222670656181,0.005878462781982563,0.0
19700730,0.004008962502471292,0.0,-0.005844108408210924,0.005055751783364482
19700731,-0.00482436468258729,-0.015773850614386298,0.011609963994415384,0.0
19700803,-0.011992964713641974,-0.0027003331579871226,0.005447809980387852,0.0
19700804,0.004283536754970729,-0.018707363387017395,-0.005418292154312998,-0.005030319735391475
19700805,-0.0025923956394576786,-0.002902601591055598,0.0,0.0
19700806,-0.004698433855381601,0.011069182389936927,0.0,0.021192603365884022
19700807,-0.012063789659289892,-0.01887463121600952,0.016561342340379204,0.010240759579518643
19700810,-0.02055893183923374,-0.022136077095862627,0.0,-0.004967776584318018
19700811,-0.009376513736073733,0.02263717535474785,-0.021864951768488683,0.0
19700812,-0.03208643312027748,0.0,0.0,-0.015247604911617807
19700813,-0.03308995994563191,-0.030468806608216936,-0.01687486302870911,-0.01610030145245278
19700814,0.030975543005000716,0.008594596614476258,-0.005572893446277316,-0.02144697444467647
19700817,0.023420531878951767,0.008373161424178432,-0.017111260554434793,0.005621575464313633
19700818,0.018970253604819742,0.028107432854466152,0.017409153109320563,0.010684970280214978
19700819,0.0,0.01629619040811936,-0.005529402973922237,0.010922075194286895
19700820,0.020653507046490605,-0.005380125184612061,0.005560147268765636,0.021192603365884022
19700821,0.018909206334810857,0.00813151847268867,0.06284091758200705,0.03648694472702618
19700825,0.0046862136660121845,0.0025750188834718912,0.0,0.004874919820397672
19700826,-0.0009454774661203924,-0.007842197185027877,0.02125576842399668,0.0
19700827,0.005362776025236604,0.005315477012287628,-0.02615363549226335,0.009957870547682823
19700828,0.022696370672523614,0.0,0.0,0.009670079635949902
19700831,-0.01830640212722423,-0.005287372107395383,-0.016099550056243084,-0.009577464788732337
19700901,-0.008334201479320735,0.0,-0.005430510896748841,-0.02919984831247635
19700902,0.0,0.01045837360209867,0.011064013219340474,0.0
19700903,0.02195608782435121,-0.010350128095644728,-0.005542528245576661,0.0
19700904,0.008223684210526327,0.0,0.027152554483744318,-0.005013020833333326
19700908,0.011011419249592258,-0.002657738506143925,-0.00507826086956531,-0.005169142184126119
19700909,-0.007361839451391683,0.0026648209032704706,0.005104181233394067,0.020323599052880725
19700910,-0.017575942294016045,0.0,0.0,-0.005092503061947862
19700911,0.002275077559462213,0.013012563854756243,-0.00507826086956531,-0.004794609304133779
19700914,-0.010524143623607096,-0.007598214589934926,-0.005453782687735886,0.0048177083333333925
19700915,0.0017726798748698425,-0.005287372107395383,0.0,0.005118569392250638
19700916,0.016966795045279426,0.013012563854756243,0.005483689538807512,0.0
19700917,0.020163766632548707,0.005315342941837997,0.005104181233394067,0.0
19700918,0.01384569077957254,-0.005287239450940562,0.010713043478260964,0.004963578933797619
19700921,-0.017219198416625336,-0.007598214589934926,-0.010599490673824818,-0.004939063502245156
19700922,-0.008156278320410992,0.0025750188834718912,0.0,0.0
19700923,0.02873096446700507,-0.015718639772610565,0.021426086956521706,0.01463288854509126
19700924,0.026448238428895765,-0.010576856168673099,0.0,0.03437102922490465
19700925,0.0,-0.005380125184612061,0.026288905537015683,-0.023647196118174674
19700928,0.005480242284395809,0.013505391550291623,-0.01539584577609654,0.0
19700929,0.005545993497800605,-0.007988279206055715,0.0049201321021767885,-0.004655259184700444
19700930,0.0,0.005415289401505152,0.00516431924882621,0.009670079635949902
19701001,0.017972613160897932,0.002623111359820962,-0.010008674184292965,-0.01934272300469475
19701002,0.0083138720224194,0.0,0.015636584215137805,0.004723605259798314
19701005,0.02482860848619617,0.0,0.02010750547481588,0.01982210927573047
19701006,0.0010847947929850665,0.01862769037569345,0.014832162373145996,0.009531522551706972
19701007,-0.004695683583167853,-0.005342282798534326,-0.024679487179487203,0.0
19701008,-0.024133551079658977,-0.002513341366844557,0.005257969109431437,-0.0048750385683431485
19701009,-0.007437709185570851,-0.01052740577108946,-0.02517162471395895,-0.014262681384100251
19701012,-0.019576620457099847,-0.005302263927163486,-0.015224681421864505,-0.004655259184700444
19701013,0.006018916595012858,-0.008065930212169059,-0.02097663965129737,0.0
19701014,-0.00199430199430195,-0.0026515821106593007,0.021426086956521706,0.014536721021362498
19701015,0.005709391949757503,0.008082240340304692,0.010488319825648684,0.009531522551706972
19701016,-0.008042388116188737,-0.008017441451578788,0.0,-0.0048750385683431485
19701019,-0.0216520412056469,-0.0027295285359802968,-0.01037945676349672,0.0
19701020,0.0233986545773619,0.0027369992535457577,-0.005244159912824342,-0.009363760386952857
19701021,-0.007811755739735249,-0.0027295285359802968,-0.005271806107079113,0.004820031298904626
19701022,-0.0025924147863657376,-0.0026659083638430614,-0.010599490673824818,0.0046100174433092445
19701023,0.023681170581440147,0.002673034428683385,0.010713043478260964,0.0
19701026,-0.017773180364867414,-0.0026659083638430614,-0.005230917475394059,0.0
19701027,0.004978458592628021,0.002673034428683385,0.010586037500864842,-0.009363760386952857
19701028,0.018481470896446472,-0.010947997014182587,-0.005271806107079113,-0.004945226917057899
19701029,0.006828173229819656,-0.0025516621743038037,-0.010599490673824818,0.0
19701102,0.01991505427088236,0.005506847329903586,0.0,0.004820031298904626
19701103,-0.012030353507310854,0.00255818981047784,-0.005230917475394059,-0.004796910042362379
19701104,0.0007493443237169828,0.0029110512129379984,0.010586037500864842,0.004820031298904626
19701105,-0.012167727442905396,0.008134451372464602,0.015815418321238006,0.0046100174433092445
19701106,0.0038847830206556466,-0.010947997014182587,0.0,0.0
19701109,0.01245870693723461,0.008373764600179578,0.025476848419491827,0.01432469304229178
19701110,0.004940803579752018,0.010870340009979218,-0.009595793624712523,-0.037720853457235304
19701111,-0.0055658627087197265,-0.00275006170010228,0.009688765014267853,-0.0047013977128336215
19701112,-0.0005597014925373678,-0.005373873077602953,-0.004863621426224207,-0.009766373037150555
19701113,-0.013533694231846138,-0.021647175914406458,-0.025295555115249946,0.004963578933797619
19701117,-0.0006623143154508293,0.019401249818340238,0.005353028865699994,-0.004939063502245156
19701118,-0.008142397273243951,-0.016252049326395235,0.020489317247421868,0.004963578933797619
19701119,0.002004581901489111,-0.019455111948409542,0.0,-0.004939063502245156
19701120,0.018481470896446472,0.00853500831331977,-0.004755300178323818,0.009862695803519728
19701123,0.008324759143204519,-0.011173798358733888,0.02010750547481588,0.019724243584833268
19701124,0.0029684601113173503,-0.0056685561853950794,0.0,0.0
19701125,-0.002959674435812243,0.028467098889634057,0.019906323185011843,0.023912363067292608
19701127,0.03218923933209661,0.013767118324758965,0.02914912616405152,0.004829736504248894
19701130,-0.004763188640244387,0.002716031734686597,0.009606445615122361,-0.0094305183743002
19701201,0.0026187466136895488,0.013543374438662603,0.027869858809085324,0.0
19701202,0.019814464559128275,-0.005380125184612061,0.027651696129956882,0.014065475093667512
19701203,-0.007860107745297107,0.024288492133639705,0.008833614226768205,0.0047244094488190225
19701204,0.0006231084208649929,0.015877398867872428,-0.00875626476179514,0.013805160356884505
19701207,0.013610888710968716,-0.0028200597988584652,0.008833614226768205,0.013795564012606398
19701208,0.0007898894154816372,-0.0025213806262562866,0.0,0.0
19701209,0.0030693677102517913,-0.018206660973526967,-0.013364825162739846,0.0
19701210,0.000611995104039309,-0.007897849836476234,0.0180416885619199,0.013666490703267087
19701211,-0.0010484927916121212,0.026652638961949915,0.017435191557696683,0.017706283994908034
19701214,-0.019767340155689594,-0.007856532877882239,-0.008511837655016952,-0.004605412781441887
19701215,0.0004461497278485105,-0.002513341366844557,-0.02171811927909495,0.0
19701216,0.006332500891901516,0.01045837360209867,0.008833614226768205,0.0
19701217,0.0,0.02353543979504691,0.004435739385909354,0.0
19701218,0.00824248869981381,-0.0025697503671071598,0.0,0.004626720740275259
19701221,0.005450070323488099,0.0076956536286678645,-0.004416150493232407,-0.021889924948828687
19701222,-0.00384682636824607,0.0,0.0,0.008777538801371998
19701223,-0.010795155344918483,0.012617458578211727,0.0,-0.004148899389189831
19701224,0.007452754857599331,0.01498508049972136,0.0,0.0041661844693900996
19701228,0.011008366358432387,0.00746268656716409,0.008698657756783135,0.004667511812838532
19701229,0.005749128919860569,0.0,0.02644203312392923,0.013019787783194792
19701230,-0.0023384721981638545,0.0,0.008457130139653879,0.01313554523836502
19701231,-0.005469224759093727,0.0,-0.008386206896551784,0.004303118363697234
19710104,-0.015101256983240274,-0.009844476511143174,-0.01296389027986422,-0.021312113961382217
19710105,0.0106354692900823,0.002461299306949938,0.0,0.008812826927450557
19710106,0.0053494694378672936,0.009853330748853084,0.013134160090191527,-0.004565180634616417
19710107,-0.0053210048848570946,0.024312997856617224,0.0,0.0
19710108,-0.0051740769972812295,-0.007089540585277665,0.0,-0.004189785981202676
19710111,-0.006435119887165164,-0.004812531454453928,-0.004284204083903509,-0.008699113031612415
19710112,0.010114453021027536,0.014570624861721226,0.05554313813142597,0.0
19710113,-0.0007905138339920903,0.011869158878504704,-0.016304923239809366,0.0
19710114,-0.002812939521800173,-0.01172993442320125,-0.00828759014099667,0.0
19710115,-0.014633286318759042,-0.0025233644859812276,0.021000651182982333,0.004129624318898628
19710118,0.005636070853462183,-0.03082544739061177,0.012064841881477495,-0.004112640658022415
19710119,0.0032025620496398677,-0.012406548079401891,0.044113013338935136,0.004129624318898628
19710120,0.00656202890839741,-0.0048944431755147955,-0.030731314757066697,0.0
19710121,0.0022024491234253762,-0.004984096796406212,-0.01587878158891598,0.004626720740275259
19710122,0.003691983122362963,0.0025704399406820677,0.012127603480094784,0.008812826927450557
19710125,0.016377649325626242,0.0,0.027767647824954445,0.00851039846700119
19710126,0.01318397242567837,-0.007691549156887856,0.0,0.0
19710127,-0.01131144752508928,-0.012487992315081686,-0.01150648824006495,-0.004303118363697345
19710128,-0.015483870967741953,-0.012746545015429933,0.011640428695964378,0.0
19710129,0.025338575797291263,0.0024802935580319208,0.01566301703163009,0.008643430431610089
19710201,0.005368555602897285,0.007727503812913206,0.007685781304586525,0.004284680874742763
19710202,0.002119003220884874,0.012914942992634293,-0.007627160616116124,-0.0042664007092199085
19710203,0.0022836843440749988,0.0,0.0,0.029881475710867633
19710204,0.005485232067510504,0.0,0.0,-0.00826669548303438
19710205,0.018380193033990855,0.017598034332769075,0.0,-0.00822664124216832
19710208,0.01252678424262399,-0.0024145919665873317,-0.007735688975395449,0.012524719841793042
19710209,-0.006430083021324973,0.0024204363327118283,-0.007745699627804026,0.0
19710210,-0.0038502498566397314,0.0,-0.015308191403081928,0.0
19710211,0.00452302631578938,-0.007309035142102016,0.007824565015957852,0.01247829861111116
19710212,0.0019647973802703333,-0.017618249350820014,0.01552763305751359,0.012324509698853126
19710216,0.006536481738704136,0.0076956536286678645,0.0,0.004128731738301861
19710217,-0.015017452715317847,-0.0025898993923697544,-0.015290212252288549,-0.004111755403268247
19710218,-0.02167463326190877,-0.002496754219514563,0.01552763305751359,0.0
19710219,-0.0029483615533653085,0.005106127352823453,-0.022935318378432656,0.0
19710222,0.006674552213585816,-0.020320749078593492,-0.027591887161536155,-0.020326063942409434
19710223,0.014519513218631985,0.018098627351296415,0.016146109052408653,-0.00410633239680136
19710224,0.009182660489742034,0.004993508439029348,0.0039593644178170795,0.00830078125
19710225,-0.012378063775719483,-0.010003643711285481,0.015930673032017006,0.004143126177024614
19710226,0.007138114209827462,-0.005152741994847276,0.007661661048115276,0.012324509698853126
19710301,0.00766441404318452,0.030740254935593514,0.0,0.004128731738301861
19710302,-0.002944303590414754,-0.009854145593369723,0.011709245742092422,0.004006325777543562
19710303,-0.0025428594865063436,-0.012555610479485946,-0.007665714715166083,-0.003990339178830293
19710304,0.010361842105263142,0.015318382058470137,0.003837221044127981,0.004006325777543562
19710305,0.014081067882142362,0.007362850474969651,0.019213358817020465,0.003990339178830071
19710309,0.0012732770969283713,0.017554736189512754,-0.022314049586776852,0.007812906922235685
19710310,-0.0006358289620091995,-0.01725188391855048,-0.026502908855849938,0.00795906765207488
19710311,-0.002703992365198249,0.017554736189512754,0.01552763305751359,0.004204481361841816
19710312,0.017703349282296665,-0.01725188391855048,0.003872849813902013,0.011692621904518807
19710315,0.026798307475317307,-0.007309035142102016,-0.003857908712861402,0.03860906429797106
19710316,-0.0028998778998780006,0.0,0.003872849813902013,0.007629136498372047
19710317,0.002908311648553763,0.017453900009861023,0.003908011423418012,-0.007571373456790043
19710318,-0.006715506715506914,0.027072430057504482,0.0,0.011273628456193174
19710319,-0.0009987707436999171,-0.004812531454453928,0.0,0.011196002114266523
19710322,-0.005690994385910919,-0.028856790669743004,0.0036931676398663793,-0.011072039536209832
19710323,-0.007889241240621847,0.01978780186161555,-0.00367957834021182,-0.018451780308490817
19710324,-0.0021049349029390596,-0.009638092806535936,-0.0038927983231021868,-0.01879864884711402
19710325,0.0026562500000000266,0.009731889662283999,-0.011573726138584095,0.01541685376440638
19710326,0.005843852267414684,0.021861236994957567,0.01566301703163009,0.003685141509433887
19710329,-0.004028197381671705,0.009650520003747776,-0.011528671956879677,-0.0036716111029518883
19710330,0.0011666796297735704,0.002258104429596619,-0.003938200545289261,0.003685141509433887
19710331,0.0015537600994408596,0.021172186043640684,0.01566301703163009,0.007441131835316028
19710401,-0.004498914055228065,0.0139329646084565,0.0036931676398663793,0.007629136498372047
19710402,0.005843852267414684,0.0,-0.00367957834021182,0.003616898148148362
19710405,0.007746533426291613,-0.013741504709669727,0.007685781304586525,-0.01114795060304652
19710406,0.0010761780305941215,-0.011484873213044366,0.018770739438363604,0.015063900092327165
19710407,-0.0005375105582432482,-0.004586174213471184,0.026105979581915406,0.0
19710408,-0.011601106330669797,-0.0047915962772983045,0.0,-0.011106323902532522
19710412,0.0005441119315974241,0.00706768309620065,0.018098261240346636,0.0
19710413,0.0028744561839653127,-0.009255286546123176,0.014332914514402884,0.0
19710414,0.0019366333565729033,-0.03535634743875282,-0.0036702298481442464,0.011231059689209566
19710415,-0.007113035410545865,0.00971620971620979,0.010636828291200384,-0.02211690363349139
19710416,-0.011758293100763262,-0.002381859756097504,-0.0035082923273190847,0.011259607382386072
19710419,0.005594515798597488,-0.012128736510361948,0.014036852453019888,0.01873456939536222
19710420,0.005641748942172065,-0.004962619231760779,0.003381729641987574,0.0
19710421,-0.008493065295309465,-0.022313621348532986,0.010425560598571026,0.014493442311347637
19710422,-0.00267190569744602,0.012719864851435947,-0.006849010451412063,-0.014286383437163375
19710423,0.008588763690804635,0.022438098976220955,-0.003492902243517948,-0.0036114807070899424
19710426,0.0026562500000000266,0.012156498928308501,-0.013706017166224771,0.007153758107592667
19710428,0.008831048105972572,-0.0023673182123549186,0.006785601941311503,-0.0036535669117991887
19710429,0.0021500422329723268,0.0,-0.0032583467237994324,-0.01424474636829487
19710430,-0.011569994636426162,-0.01725188391855048,0.006896242891048399,-0.0037676459366653425
19710503,-0.012945736434108679,-0.01983880967141982,0.0032910829441850087,-0.003734022691368688
19710504,0.0010995052226498991,0.002596624388295332,0.010195487388625413,-0.007399932727884306
19710505,-0.001725896289322959,-0.015140950293853872,-0.010092588529553748,-0.0037759597230963005
19710506,-0.003143418467583481,-0.005259431576818074,-0.016889046500288107,0.007629136498372047
19710507,-0.013953488372093092,-0.018064734790713355,-0.0036522680133465046,-0.01490162037037035
19710510,-0.006236008954269234,-0.002657738506143925,-0.006742996786894273,-0.007490086650021932
19710511,-0.0069187449718421945,0.0026648209032704706,0.013896482595225024,0.015043898589326199
19710512,0.0005670771224883797,0.0,0.010425560598571026,-0.003450119053403866
19710513,-0.006477208323212746,-0.018431589120530334,-0.006849010451412063,0.007265457382484852
19710514,-0.01426126640045644,0.008052605668471768,-0.003492902243517948,-0.0072130512659146495
19710517,-0.003968253968253843,0.0,-0.013706017166224771,0.0
19710518,0.011869189907038447,-0.005302263927163486,-0.006879897940586743,0.014774722059684109
19710519,0.011073742925108654,0.0,-0.0070651924576776715,0.007544087261544208
19710520,0.017848450429985396,0.013326319480974957,-0.007115464584392273,0.0
19710521,-0.011796588554120802,-0.005295033742861999,0.007166457257201442,0.0036245707745135025
19710524,-0.00846910792063238,-0.007897849836476234,-0.01774245714549727,-0.03288348222771331
19710525,-0.011388595135442992,-0.0027003331579871226,-0.010630791664706818,0.026385613207547287
19710526,0.000575989467621385,0.0,-0.01107783007654628,-0.007324429125377119
19710527,-0.009210526315789447,-0.005380125184612061,-0.018269230769230926,0.007378472222222321
19710528,-0.021497343957503245,0.013505391550291623,0.018609206660137323,0.0
19710601,0.005174315039443433,-0.007988279206055715,0.007451923076922995,-0.007324429125377119
19710602,-0.006751054852320637,0.008052605668471768,0.021808637556669064,0.014853395061728447
19710603,-0.016142735768903904,0.0026162486482717018,0.021436577620026265,-0.0036114807070899424
19710604,0.00949913644214151,0.0,0.007041287549723441,0.0
19710607,-0.020017108639863168,-0.002609421752139851,-0.0034960272417707827,0.0
19710608,-0.016148743016759837,0.0,-0.02442135957718239,0.0
19710609,0.017744654422855,-0.005302263927163486,-0.02134317205305436,-0.0037676459366653425
19710610,0.010199633859297341,-0.0027003331579871226,0.0037222619899786036,0.0037818947771552924
19710611,0.009492578529513462,0.0,0.0,0.0036245707745135025
19710614,-0.018037271328432247,0.0,0.014453477868112019,-0.0036114807070899424
19710615,0.008792548097849684,-0.040157535691680124,0.010638796456859057,0.010921404044257788
19710616,0.006472212633759078,0.022347596717467777,-0.010526803932480067,0.007170826060291624
