,pct_Pop_18_24_ACS_15_19,pct_Pop_25_44_ACS_15_19,pct_Pop_45_64_ACS_15_19,pct_Pop_65plus_ACS_15_19
35466,-0.05967642912148454,-0.3933350033483545,0.7093257836072037,0.33646081071943806
9383,3.056214454401595,2.8664400255507125,-2.591438208951059,-1.340081455216963
36035,-0.8952486660512693,-0.6031976905116997,0.33042151463897756,0.9957592882944281
24671,1.8495361122432181,1.0508516464730875,-1.8043329491871651,-0.452999598050614
71079,-0.8975826667130843,0.2900994055059607,-1.2320703161578332,1.3989783142791323
19659,2.358348256518897,0.10923090538491986,-2.345345745600561,-0.8930035176339229
32715,-0.5848265780298689,0.21002022224626338,-0.02309226207880133,-0.6185316192443346
71778,-0.6781866045024704,-0.8254864578360325,1.683930063066714,0.07896655552920591
68885,-0.421446531702816,-0.4126644613765574,-0.0836388205221775,1.3098456874825137
52350,0.005675589409336445,0.4033148025282917,0.4241710244867863,-0.9382772328322052
19529,-0.5824925773680539,0.21554292454003549,0.1155788879044158,-1.3669627236159434
49523,-1.0026126964947613,0.9459203028914152,0.1878441350787685,-1.3259334192175
17319,1.07698189318244,-0.43751662169853245,-0.9937903119613198,-0.15164643126204577
46787,1.361729973923875,-1.2175983206938616,1.201510710308199,0.07189253752947466
66239,-0.5194745594990476,-0.8751907784799825,1.2190887434046638,0.349194043118955
36047,-0.3911045230992205,0.21554292454003549,-0.6090266986276054,1.0877215222909398
46400,0.3627776906670375,1.016334757137011,-0.20668505219742614,-1.4589249576124548
32038,-0.04333842448877961,0.6849726195106766,0.5374516822195547,-0.03704733966639271
17407,-1.0119486991420212,-1.5724319430687286,-0.9918371971728235,4.0517350641785015
25910,-0.5754905753826087,-0.9966902289429718,0.5940920110859389,0.644887995507738
4246,-0.993276693847501,-1.2396891298689507,1.357759893387881,2.1983423482488087
11599,0.8902618402372366,0.08161739391605874,-0.9859778528073359,-0.7883080512378944
50050,-0.28374049265572865,0.4474964208784697,-0.2828565289487708,0.057744501530011164
21324,-0.1366984509613809,0.15479319930854113,-0.04262340996376105,-0.40348147205249246
20344,0.20406564566361482,-0.12686461767384372,0.6038575850284191,0.15536594992630814
66084,-0.18337846419768197,-0.5811068813366107,1.2894008757905202,-0.5251545816478768
58447,-0.538146564793568,-0.4637494575939503,1.1409641518648235,1.0127369314937842
9107,0.4397997125069339,0.02500969540489321,-0.42543390850897983,-0.4756364556497553
19499,-0.3397565085392897,-0.15862015586303416,-0.8668378507090791,0.2784538631216385
70456,-0.5311445628081228,-0.050927461134475244,0.44565528716024233,-0.495443706049004
15081,-0.8298966475204481,0.018106317537677805,-0.6891044049559419,0.11716625272775727
56868,-0.40277452640829564,-0.2649321750181498,0.09409462523095975,0.28835748832126284
60548,0.28808966948895615,-0.5369252629864327,0.762059882896596,0.057744501530011164
757,-1.2756907739271208,-0.6943222783589417,1.5101028468905688,0.26855023792201416
18300,0.12937762448553344,-0.2607901482978205,0.5940920110859389,-0.3171784524557664
32355,-0.8228946455350029,3.59129470160832,-1.4625378612003628,0.5783922263102607
34524,-0.28840849397935864,-0.6736121447572955,0.3597182364664175,0.11150703832797157
10414,0.022013594042041795,0.6048934362509788,-1.1129303140595765,-1.018921038029146
7783,1.4784300070146272,0.23901440928856776,-0.7418385042453343,-1.1787938448230815
18107,-0.7038606117824359,-0.2704548773119219,0.2835467597150728,0.6236659415085433
32114,-0.9232566739930498,-0.044024083267259845,-0.09535750925315332,1.838982233862441
32791,0.4724757217723446,-0.9193723968301606,0.7796379159930608,1.3140900982823522
54780,-0.1973824681685721,-0.5659194500287371,-0.46254308949040435,0.7170429791050011
35030,0.057023603969267485,-0.02055259851872806,-0.5387145662417483,-1.3032965616183587
70775,-0.18104446353586676,-0.5065504003706855,1.775726458126028,-0.4063110792523851
60026,2.2206422174718097,-0.46651080874083634,-0.761369652130294,-0.14315760966236774
45957,1.3383899673057245,-0.15171677799581876,-1.5621467154136597,-0.7953820692376259
3528,-0.18104446353586676,0.5275756041381675,-0.607073583839109,-0.48695488444932594
35011,3.151908481536011,2.739417872793951,-2.083628363942095,-0.3935778468528681
52040,0.28108766750351116,-0.026075300812500188,1.02963660892055,-0.9962841804300048
6209,0.24607765757628547,0.47649060792077413,-0.3297312838726755,-0.34264491725480034
44272,1.8075241003305476,-1.0684853587620113,-0.10902931277262548,1.414541153878542
42559,-0.0036604132379239327,-0.995309553369529,0.8636218518983892,-0.4926140988491114
72822,0.9859558673716533,-0.15309745356926155,0.6702634878372836,-0.9807213408305953
1150,0.005675589409336445,0.0691913137550712,-0.9664467049223755,0.531703707512032
41665,0.8949298415608671,0.9376362494507565,-0.20863816698592247,-0.9863805552303805
4531,-0.6315065912661697,-0.6183851218195733,0.7288569314921641,1.135824844689115
16537,-0.22772447677216762,1.130930829732785,-1.3629290069870665,-0.9184699824329567
67204,-0.17637646221223677,-0.030217327532829037,-0.607073583839109,-0.09505428726419252
15508,-0.15303645559408624,0.3108095391076069,1.2464323504436081,-0.7402047288397192
37315,0.07336160860197243,0.35913318417811374,-0.35512177612312346,0.06481851952974291
19971,1.2380279388476778,-0.516215129384787,-0.8961345725365191,-0.4968585096489503
63275,-0.09702043971052522,-1.432983710150979,2.2405677777880784,-0.5279841888477697
50647,0.19472964301635484,-0.6874189004917263,1.0413552976515266,-0.2733195408574301
42615,-0.1086904430196006,-0.1489554268489327,0.5198736491230906,0.35485325751874075
56719,-0.5521505687644584,-0.3988577056421266,0.43979594279475404,0.6873321035061281
493,-0.416778530379186,-0.10339313292531142,0.4808113533531705,-0.04270655406617841
3452,-0.40977652839374085,-0.6459986332884344,-0.2301224296593785,0.6378139775080068
32545,-0.3957725244228505,0.12441833669279345,0.9944805427276219,0.2218617191237855
51640,-0.8555706548004136,0.4060761536751778,-0.23598177402486675,-0.9821361444305415
7211,0.7058757879538486,0.4074568292486211,-1.2262109717923457,-0.5251545816478768
54332,-0.360762514495625,-0.29806838878078307,0.24253134915665708,-0.10495791246381687
38586,0.07569560926378784,-0.11443853751285617,0.7015133244532198,-0.21389778965968426
8942,0.1480496297800538,-0.12272259095351436,1.2073700546736872,-0.6171168156443884
49745,-0.18804646552131193,0.11475360767869199,0.8675280814753812,-0.3256672740554442
12110,0.005675589409336445,1.2759017649443067,-1.8375359005915977,-1.4277992784136357
66482,-0.5801585767062387,1.0329028640183273,-0.6285578465125651,-1.1575717908238865
28347,-0.6245045892807246,-0.5907716103507121,0.7054195540302117,-0.3101044344560347
31951,3.9221286999349747,1.5299460704578296,-2.5953444385280506,-1.018921038029146
13605,-0.03166842117970424,-0.10063178177842537,0.3733900399858896,-0.021484500066983155
34137,0.9229378495026473,-0.2621708238712637,-0.732072930302854,0.4694523491143933
66238,-0.475128546924562,-0.3546760872919486,0.7327631610691561,0.5812218335101532
45175,3.235932505361353,3.3469151251088984,-2.2867523019456804,-1.249534024820398
48473,-1.4087288116505783,0.08161739391605874,-0.5504332549727248,1.2490091326848216
60716,-0.06201042978329995,-0.15171677799581876,0.14096938015486377,-0.34264491725480034
56369,0.670865778026623,-0.11029651079252684,0.27768741534958524,-0.4063110792523851
7660,-0.7715466309750721,1.5106166124296265,-0.1383260346000661,-1.154742183623994
57038,-1.1309827328945883,-0.11167718636597011,-0.02113914729030501,0.8500345174999563
2869,1.1656739183314118,-0.5590160721615217,-0.6598076831285014,-0.9892101624302733
21750,0.019679593380226804,0.023629019831449934,0.36948381040889766,-0.8533890168354255
61184,0.3767816946379279,-0.42370986596410165,0.18589102029027216,0.08745537712888422
